"Review.."	"Brand"	"Variety"	"Style"	"Country"	"Stars"	"Top.Ten"
1988	"MAMA"	"Instant Noodles Chicken Soup Flavour"	"Pack"	"Myanmar"	3.5	"None"
1987	"Nissin"	"Yokohama Walker Iekei Ramen"	"Bowl"	"Japan"	4.5	"None"
1986	"A-Sha Dry Noodle"	"Quinoa Noodle With Oyster Sauce And Vegetables"	"Pack"	"Taiwan"	4.25	"None"
1985	"Prima Taste"	"Singapore Prawn Soup La Mian"	"Pack"	"Singapore"	5	"None"
1984	"Nissin"	"Chinese Tan Tan Vermicelli"	"Cup"	"Hong Kong"	5	"None"
1983	"Tokushima Seifun"	"Tokushima Ramen"	"Pack"	"Japan"	4	"None"
1982	"Master Kong"	"Assorted Pork Bone Noodle"	"Pack"	"China"	4	"None"
1981	"MyKuali"	"Penang Red tom Yum Goong Noodle Authentic Taste"	"Pack"	"Malaysia"	5	"None"
1980	"Suimin"	"Noodles Witrh Prawn & Chicken Flavour"	"Cup"	"Australia"	3.5	"None"
1979	"Nissin"	"BIG Cup Noodle Ajillo"	"Cup"	"Japan"	3	"None"
1978	"CarJEN"	"Nyonya Curry Laksa (Improved Taste)"	"Pack"	"Malaysia"	5	"None"
1977	"MyOri"	"Malaysia Penang Green Curry Vermicelli (New Package)"	"Pack"	"Malaysia"	5	"None"
1976	"Itsuki"	"Kumamoto Spicy Ramen"	"Pack"	"Japan"	4.25	"None"
1975	"Nissin"	"Soba Fried Noodles Classic"	"Pack"	"Germany"	3.25	"None"
1974	"Samyang Foods"	"Cheese Curry Ramyun"	"Pack"	"South Korea"	5	"None"
1973	"Nissin"	"Cup Noodles Sabor Calabresa"	"Pack"	"Brazil"	4.25	"None"
1972	"Doll"	"Spicy Flavour Instant Mifun"	"Pack"	"Hong Kong"	2.75	"None"
1971	"Fujiwara"	"Horse Crab Flavour Ramen"	"Pack"	"Japan"	3.5	"None"
1970	"MyOri"	"Malaysia Penang Red Curry Noodle"	"Pack"	"Malaysia"	5	"None"
1969	"Nongshim"	"Noodle Soup Seasoned With Real Kimchi"	"Pack"	"USA"	4.75	"None"
1968	"Nissin"	"Top Ramen Chicken Flavor Ramen Noodle Soup (New Packaging)"	"Pack"	"USA"	3.5	"None"
1967	"Tokushima Seifun"	"Kinchan Ramen"	"Pack"	"Japan"	4.5	"None"
1966	"Wei Lih"	"GGE Noodle Snack Wheat Crackers Soy Sauce Ramen"	"Pack"	"Taiwan"	3.75	"None"
1965	"MyKuali"	"Penang Spicy Prawn Soup Noodle Authentic Taste"	"Pack"	"Malaysia"	5	"None"
1964	"MAMA"	"Instant Noodles Coconut Milk Flavour"	"Pack"	"Myanmar"	5	"2016 #10"
1963	"Kabuto Noodles"	"Rice Noodles Vegetable Laksa"	"Cup"	"UK"	3.75	"None"
1962	"Kabuto Noodles"	"Rice Noodles Chicken Pho"	"Cup"	"UK"	3.5	"None"
1961	"Kabuto Noodles"	"Chicken Ramen"	"Cup"	"UK"	4.25	"None"
1960	"Kabuto Noodles"	"Chilli Chicken Ramen"	"Cup"	"UK"	4	"None"
1959	"Myojo"	"Charumera Shoyu Ramen"	"Pack"	"Japan"	4	"None"
1958	"IbuRamen"	"Mi Goreng Bento Noodles In A Box Curry Masala Flavour"	"Tray"	"USA"	4	"None"
1957	"MAMA"	"Cup Vegetarian Instant Noodles Tom Yum Flavour"	"Cup"	"Thailand"	4	"None"
1956	"Maruchan"	"Spicy Tomato Salsa Ramen"	"Cup"	"Japan"	0	"None"
1955	"Nissin"	"Raoh Ramen Noodle Soup Umami Soy Sauce Flavor"	"Pack"	"USA"	4.75	"None"
1954	"Koh Thai"	"Island Of Flavours Spicy Thai Chicken Instant Noodles Soup"	"Pack"	"Netherlands"	2	"None"
1953	"Prima Taste"	"Singapore Fish Soup La Mian"	"Pack"	"Singapore"	5	"None"
1952	"Ve Wong"	"Kung-Fu Brand Instant Oriental Noodle Soup Artificial Beef Flavor"	"Pack"	"Taiwan"	3.75	"None"
1951	"Nissin"	"Cup Noodles Ramen Noodle Soup Hearty Chicken Flavor [New Package]"	"Cup"	"USA"	4.25	"None"
1950	"Fujiwara"	"Red King Crab Flavour Ramen"	"Pack"	"Japan"	4	"None"
1949	"Bamee"	"Oriental Style Instant Noodles Shrimp Flavour (Tom Yum)"	"Pack"	"Thailand"	3.5	"None"
1948	"Sichuan Baijia"	"Artificial Pickled Cabbage Fish Flavor Instant Vermicelli"	"Pack"	"China"	1.5	"None"
1947	"Prima Taste"	"Singapore Laksa Wholegrain La Mian"	"Pack"	"Singapore"	5	"2016 #1"
1946	"Nissin"	"Raoh Shio Ramen"	"Pack"	"Japan"	4.75	"None"
1945	"MAMA"	"Oriental Style Instant Noodles Masala Flavour"	"Pack"	"Bangladesh"	3.5	"None"
1944	"Wei Lih"	"GGE Noodle Snack Wheat Crackers Hot Spicy"	"Pack"	"Taiwan"	5	"None"
1943	"New Touch"	"Sugomen Niigata Seabura Shoyu Ramen"	"Bowl"	"Japan"	5	"None"
1942	"Ibumie"	"Always Mi Goreng Perisa Sambal Udang"	"Pack"	"Malaysia"	3.5	"None"
1941	"Unox"	"Good Noodles Tandoori"	"Pack"	"Netherlands"	2.5	"None"
1940	"Nissin"	"Cup Noodle Pasta Style Bolognese"	"Cup"	"Japan"	5	"None"
1939	"MAMA"	"Instant Noodles Shrimp Creamy Tom Yum Flavour"	"Pack"	"Myanmar"	5	"None"
1938	"Nissin"	"Donbei Kamodashi Soba"	"Bowl"	"Japan"	5	"None"
1937	"MAMA"	"Chicken Soup Flavour Cup Noodles"	"Cup"	"Myanmar"	3.75	"None"
1936	"Fortune"	"Rice Noodle Coconut Curry"	"Pack"	"USA"	1	"None"
1935	"Love Cook"	"Guanmiao Dried Noodles With Oleum Sesami"	"Pack"	"Taiwan"	3.75	"None"
1934	"Love Cook"	"Guanmiao Dried Noodles With Spicy Sauce"	"Pack"	"Taiwan"	5	"None"
1933	"Love Cook"	"Guanmiao Dried Noodles With Authentic Sauce"	"Pack"	"Taiwan"	4.5	"None"
1932	"Love Cook"	"Guanmiao Dried Noodles With Shallot Flavor"	"Pack"	"Taiwan"	3.75	"None"
1931	"Bonasia"	"Instant Noodles chicken Flavour"	"Pack"	"Hungary"	3.75	"None"
1930	"Koh Thai"	"Island Of Flavours Lemongrass Instant Noodles Soup"	"Pack"	"Netherlands"	0.25	"None"
1929	"MAMA"	"Instant Noodles Minced Pork Flavour"	"Pack"	"Cambodia"	3.5	"None"
1928	"Bamee"	"Instant Noodles Oriental Style Chicken Flavour"	"Pack"	"Thailand"	3	"None"
1927	"Marutai"	"Kogashi Megiiri Tonkotsu Kagoshima Ramen"	"Bowl"	"Japan"	3.5	"None"
1926	"Nissin"	"Bowl Noodles Hot & Spicy Chicken Flavor Less Sodium Ramen Noodle Soup"	"Bowl"	"USA"	4	"None"
1925	"Prima"	"Juzz's Mee Creamy Chicken Flavour"	"Pack"	"Singapore"	5	"2016 #8"
1924	"Sichuan Baijia"	"Broad Noodle Artificial Beef Flavor"	"Pack"	"China"	3.5	"None"
1923	"Conimex"	"Oriental Noodles Teriyaki"	"Cup"	"Netherlands"	0.5	"None"
1922	"Mie Sedaap"	"Instant Cup Mi Kuah Rasa Baso Spesial"	"Cup"	"Indonesia"	1.5	"None"
1921	"Nissin"	"Cup Noodles Ramen Noodle Soup Chicken Flavor [New Package]"	"Cup"	"USA"	3.5	"None"
1920	"Itsuki"	"Ramen Tonkotudou Kumamoto Noodles"	"Pack"	"Japan"	0.75	"None"
1919	"Maruchan"	"Shiroi Chikara Mochi Udon"	"Bowl"	"Japan"	4.5	"None"
1918	"iMee"	"Instant Noodles chicken Flavour"	"Pack"	"Netherlands"	3.5	"None"
1917	"IbuRamen"	"Mi Goreng Bento Noodles In A Box Hot Sweet & Sour Flavor"	"Tray"	"USA"	0.25	"None"
1916	"Nissin"	"Soba Fried Noodles Teriyaki"	"Pack"	"Germany"	3	"None"
1915	"Itsuki"	"Yuzu Sesame Sauce Udon"	"Bowl"	"Japan"	4.5	"None"
1914	"Prima"	"Juzz's Mee Curry Flavour"	"Pack"	"Singapore"	5	"None"
1913	"Thai Smile"	"Mushroom Rice Noodle Soup Bowl"	"Bowl"	"USA"	0	"None"
1912	"MAMA"	"Instant Noodles Chicken Sichek Flavour"	"Pack"	"Myanmar"	3.75	"None"
1911	"Nissin"	"Emergency Chikin Ramen Cup Noodle"	"Cup"	"Japan"	5	"None"
1910	"Nissin"	"Chow Mein Pad Thai"	"Tray"	"USA"	3	"None"
1909	"Asia Gold"	"Instant Noodles With Chicken Flavouring"	"Pack"	"Hungary"	3.5	"None"
1908	"Nissin"	"Kuroma-yu Tonkotsu Kumamoto Ramen"	"Bowl"	"Japan"	4.75	"None"
1907	"Prima Taste"	"Singapore Curry Wholegrain La Mian"	"Pack"	"Singapore"	5	"2016 #5"
1906	"Vifon"	"Chicken Flavour Asian Style Instant Noodles"	"Pack"	"Vietnam"	3.5	"None"
1905	"Pirkka"	"Nuudeli Kana Nudlar Kyckling"	"Pack"	"Finland"	3.5	"None"
1904	"Bonasia"	"Instant Noodles Duck Flavour"	"Pack"	"Hungary"	3	"None"
1903	"Higashimaru"	"Tonkotsu Ramen"	"Pack"	"Japan"	4.5	"None"
1902	"MAMA"	"Seafood Tom Yum Sichek Flavour"	"Pack"	"Myanmar"	5	"None"
1901	"Prima"	"Juzz's Mee Original Spicy Flavour"	"Pack"	"Singapore"	5	"None"
1900	"Ibumie"	"Always Mi Goreng Perisa Kari Kapitan"	"Pack"	"Malaysia"	5	"None"
1899	"Koh Thai"	"Island Of Flavours Thai Royal Shrimp Instant Noodles"	"Pack"	"Netherlands"	1.5	"None"
1898	"Master Kong"	"Spicy Fish Noodle"	"Bowl"	"China"	3	"None"
1897	"Nissin"	"Cup Noodle Massaman Curry"	"Cup"	"Japan"	3.5	"None"
1896	"Asia Gold"	"Instant Noodles Duck Flavour"	"Pack"	"Hungary"	3.5	"None"
1895	"Maruchan"	"Seimen Houjyun Koku Shoyu"	"Bowl"	"Japan"	5	"None"
1894	"MAMA"	"Rangers Snack Noodles BBQ Flavour"	"Pack"	"Myanmar"	2.75	"None"
1893	"Nissin"	"Cup Noodle Sio"	"Cup"	"Japan"	5	"None"
1892	"Ottogi"	"Cheese Ramen"	"Pack"	"South Korea"	4	"None"
1891	"Nissin"	"Cup Noodles Homestyle Chicken"	"Cup"	"USA"	3.5	"None"
1890	"Kuriki"	"Beef Tongue Shio Mayo Ramen"	"Pack"	"Japan"	4.5	"None"
1889	"MAMA"	"Rangers Snack Noodles Sour Cream Flavour"	"Pack"	"Myanmar"	2.75	"None"
1888	"Nissin"	"Cup Noodles Kyushu White Flavour"	"Cup"	"Singapore"	3.5	"None"
1887	"Myojo"	"Mee Poh Dry"	"Pack"	"Singapore"	4.25	"None"
1886	"Myojo"	"Chicken Abalone Flavour"	"Bowl"	"Singapore"	3.75	"None"
1885	"Myojo"	"Ramen Char Mee 100"	"Pack"	"Singapore"	3	"None"
1884	"Myojo"	"La Ramen Spicy Mushroom Flavour Big Bowl"	"Bowl"	"Singapore"	4.5	"None"
1883	"Myojo"	"Mee Goreng"	"Pack"	"Singapore"	4	"None"
1882	"Myojo"	"La Ramen Spicy Lobster Hot Pot Flavour Big Bowl"	"Bowl"	"Singapore"	4.75	"None"
1881	"Myojo"	"Chicken Abalone Flavour"	"Pack"	"Singapore"	3.5	"None"
1880	"Myojo"	"Thai Tom Yam Flavour"	"Bowl"	"Singapore"	3.75	"None"
1879	"Myojo"	"Chicken Tanmen Flavour"	"Pack"	"Singapore"	3.5	"None"
1878	"Myojo"	"Extra Spicy Singapore Curry Big Bowl"	"Bowl"	"Singapore"	5	"None"
1877	"Myojo"	"La Ramen Spicy Mushroom Flavour"	"Pack"	"Singapore"	4.5	"None"
1876	"Myojo"	"Chicken Flavour"	"Pack"	"Singapore"	3.75	"None"
1875	"Sapporo Ichiban"	"Tonkotsu Ramen Artificially Flavored Tonkotsu White Chicken Broth"	"Pack"	"USA"	5	"None"
1874	"Ibumie"	"Always Mi Goreng Perisa Thai Tom Yam"	"Pack"	"Malaysia"	2.5	"None"
1873	"Vedan"	"Wei Wei A Instant Noodles Chicken Flavor"	"Bowl"	"Taiwan"	0	"None"
1872	"Itsuki"	"Hakata Ossyoi"	"Pack"	"Japan"	5	"None"
1871	"Nissin"	"Cup Noodles Minced Pork Flavour"	"Cup"	"Thailand"	3.75	"None"
1870	"Asia Gold"	"Instant Noodles With Beef Flavouring"	"Pack"	"Hungary"	2.75	"None"
1869	"Nissin"	"Soba Fried Noodles Chili"	"Pack"	"Germany"	3.5	"None"
1868	"Marutai"	"Kuroma-yu Tonkotsu Kumamoto Ramen"	"Bowl"	"Japan"	4	"None"
1867	"Yum Yum"	"Premier Bowl Instant Noodles Stewed Pork Flavour"	"Bowl"	"Thailand"	4	"None"
1866	"MyKuali"	"Penang Spicy Prawn Soup Noodle"	"Pack"	"Malaysia"	5	"None"
1865	"Mama"	"Shrimp Tom Yum Flavour Cup Noodles"	"Cup"	"Myanmar"	3.5	"None"
1864	"Nissin"	"Raoh Ramen Noodle Soup Umami Tonkotsu Flavor"	"Pack"	"USA"	5	"None"
1863	"Baijia"	"Broad Noodle Pickled Vegetable Artificial Beef Flavor"	"Pack"	"China"	0	"None"
1862	"Ibumie"	"Always Mi Goreng Perisa Asli"	"Pack"	"Malaysia"	3.75	"None"
1861	"Conimex"	"Oriental Noodles Groene Curry"	"Cup"	"Netherlands"	0.5	"None"
1860	"Nissin"	"Cupo Noodle Pasta Style Vongole"	"Cup"	"Japan"	2.75	"None"
1859	"Mama"	"Instant Noodles chicken Green Curry Flavour"	"Pack"	"Cambodia"	5	"None"
1858	"Myojo"	"Wantan Men"	"Bowl"	"Japan"	5	"None"
1857	"IbuRamen"	"Mi Goreng Bento Noodles In A Box Shallot Teriyaki Flavor"	"Tray"	"USA"	3.25	"None"
1856	"Indomie"	"Instant Cup Noodles Mi Goreng Fried Noodles"	"Cup"	"Indonesia"	5	"None"
1855	"Daraz"	"Negi Man Ramen"	"Pack"	"Japan"	3	"None"
1854	"Mama"	"Chinese Kitchen Chinese Style Instant Noodles"	"Pack"	"Myanmar"	3.5	"None"
1853	"Bonasia"	"Instant Noodles Shrimp Flavour"	"Pack"	"Hungary"	3.5	"None"
1852	"Myojo"	"Udon Japanese Style Precooked Noodles With Soup Hot & Spicy Flavor"	"Bowl"	"USA"	3.25	"None"
1851	"Fujiwara"	"Snow Crab Flavour Shio Ramen"	"Pack"	"Japan"	3.5	"None"
1850	"Nissin"	"Raoh Ramen Noodle Soup Umami Miso Flavor"	"Pack"	"USA"	4.5	"None"
1849	"Pama"	"Instant Rice Vermicelli Clear Soup Flavour"	"Pack"	"Malaysia"	3.5	"None"
1848	"MyKuali"	"Penang Red tom Yum Goong Noodle (New Version)"	"Pack"	"Malaysia"	5	"None"
1847	"Conimex"	"Oriental Noodles Hot & Spicy"	"Pack"	"Netherlands"	3	"None"
1846	"Nissin"	"Chow Mein Savory Sauce And Restayrant Quality Noodles Roast Chicken Flavor "	"Tray"	"USA"	4.5	"None"
1845	"Mama"	"Oriental Style Instant Noodles Shrimp Flavour"	"Pack"	"Bangladesh"	3.25	"None"
1844	"Seven & I"	"Gold Sumire Ramen"	"Bowl"	"Japan"	5	"None"
1843	"Forest Noodles"	"Sunbaked Noodles With Sesame Sauce"	"Pack"	"Taiwan"	4.5	"None"
1842	"Forest Noodles"	"Purple Sweet Potato Noodles With Taiwanese Sauce"	"Pack"	"Taiwan"	5	"None"
1841	"Forest Noodles"	"Sunbaked Noodles With Spicy Sauce"	"Pack"	"Taiwan"	4	"None"
1840	"Forest Noodles"	"Sweet Potato Noodles With Sesame Paste Sauce"	"Pack"	"Taiwan"	3.25	"None"
1839	"Vit's"	"Taste Of Malaysia Penang White Curry Ramen"	"Pack"	"Malaysia"	5	"None"
1838	"Vit's"	"Taste Of Malaysia Penang Asam Laksa Fried Instant Noodle"	"Pack"	"Malaysia"	4.5	"None"
1837	"Vit's"	"Taste Of Malaysia Penang Hokkien Mee Ramen"	"Pack"	"Malaysia"	5	"None"
1836	"Vit's"	"Taste Of Malaysia Penang White Curry Fried Instant Noodle"	"Pack"	"Malaysia"	5	"None"
1835	"Vit's"	"Taste Of Malaysia Penang Asam Laksa Ramen"	"Pack"	"Malaysia"	5	"None"
1834	"Vit's"	"Taste Of Malaysia Penang Hokkien Mee Fried Instant Noodle"	"Pack"	"Malaysia"	5	"None"
1833	"Vit's"	"Instant Noodles With Chicken Flavour"	"Pack"	"Malaysia"	3.75	"None"
1832	"Yum Yum"	"Instant Flat Shaped Noodles Boat Noodles Nam Tok Flavour"	"Pack"	"Thailand"	3.5	"None"
1831	"Kuriki"	"Plum Mayo Ramen"	"Pack"	"Japan"	4	"None"
1830	"Tseng Noodles"	"Sichuan Pepper Flavor"	"Pack"	"Taiwan"	4.75	"None"
1829	"Tseng Noodles"	"Hu Sesame Flavor"	"Pack"	"Taiwan"	5	"None"
1828	"Tseng Noodles"	"Scallion With Sichuan Pepper  Flavor"	"Pack"	"Taiwan"	5	"2016 #9"
1827	"Nongshim"	"Zha Wang ((Jjawang) Noodles With Chajang Sauce"	"Pack"	"South Korea"	5	"None"
1826	"Mama"	"Instant Noodles Stewed Beef Flavour"	"Pack"	"Cambodia"	3.5	"None"
1825	"Sichuan Baijia"	"Broad Noodle Chilli Oil Flavor"	"Pack"	"China"	4.5	"None"
1824	"Nongshim"	"Soon Veggie Noodle Soup"	"Cup"	"USA"	5	"None"
1823	"MyKuali"	"MeeKuali spicy Fried Noodle"	"Pack"	"Malaysia"	4	"None"
1822	"Mi Sedaap"	"Mi Kuah Rasa Baso Spesial"	"Pack"	"Indonesia"	3.5	"None"
1821	"Myojo"	"Udon Japanese Style Pre-Cooked Noodles With Soup Beef Flavor"	"Bowl"	"USA"	3.25	"None"
1820	"Ten-In"	"Veggie King Buddha Jump Instant Noodles"	"Bowl"	"Taiwan"	1.5	"None"
1819	"Yum Yum"	"Premier Bowl Instant Noodles Suki Flavour"	"Bowl"	"Thailand"	5	"None"
1818	"Sugakiya Foods"	"Nara Tenri Shoyu Ramen"	"Bowl"	"Japan"	4.5	"None"
1817	"Hao Way"	"Penang Vegetarian Prawn Instant Bowl Noodles"	"Bowl"	"Malaysia"	4	"None"
1816	"Vifon"	"Asian Style Instant Noodles Artificial Beef Flavor"	"Bowl"	"Vietnam"	3.25	"None"
1815	"Nakaya Shouten"	"Hingya no Shio Ramen"	"Pack"	"Japan"	4	"None"
1814	"Koh Thai"	"Island Of Flavours Tom Yum Instant Noodles Soup"	"Pack"	"Netherlands"	3	"None"
1813	"Nissin"	"Soba Fried Noodles Curry"	"Pack"	"Germany"	4.25	"None"
1812	"Master Kong"	"Mushroom Instant Noodle"	"Bowl"	"China"	4.25	"None"
1811	"Conimex"	"Oriental Noodles Oosterse Groenten"	"Pack"	"Netherlands"	3.5	"None"
1810	"MyKuali"	"Penang White Curry Noodle (New Version)"	"Pack"	"Malaysia"	5	"None"
1809	"Marutai"	"Nagahama Hakata Tonkotsu Ramen"	"Bowl"	"Japan"	4.75	"None"
1808	"Mama"	"Vegetarian Instant Cup Noodle Tofu & Shiitake Flavour"	"Cup"	"Thailand"	3.5	"None"
1807	"Wai Wai"	"Tom Yum Goong Flavour Instant Noodle"	"Cup"	"Thailand"	3.5	"None"
1806	"Cintan"	"Mi Segera Mmm... Perisa Goreng Ala Indonesia"	"Pack"	"Malaysia"	3.5	"None"
1805	"Mama"	"Oriental Style Instant Noodles Tandoori Flavour"	"Pack"	"Bangladesh"	4	"None"
1804	"Thai Chef"	"Oriental Style Instant Noodles Shrimp Creamy Tom Yum Flavour"	"Pack"	"Hungary"	4.75	"None"
1803	"Mama"	"Vegetarian Instant Noodles Tom Yum Flavour"	"Pack"	"Thailand"	4	"None"
1802	"Nissin"	"Cup Noodles Ramen Noodles Ramen Noodle Soup Beef Flavor (New Package) "	"Cup"	"USA"	3.5	"None"
1801	"Baijia"	"Spicy Artificial Fei Chang Instant Vermicelli (New Recipe)"	"Pack"	"China"	3.75	"None"
1800	"Crystal Noodle"	"Soup All Natural Hot & Sour"	"Cup"	"USA"	0.25	"None"
1799	"Thai Smile"	"Spring Onion Rice Noodle Soup Bowl"	"Bowl"	"USA"	2.5	"None"
1798	"iMee"	"Instant Noodles Vegetable Flavour"	"Pack"	"Netherlands"	2.75	"None"
1797	"Wai Wai"	"Instant Rice Vermicelli Crab Flavour"	"Pack"	"Thailand"	3.5	"None"
1796	"Fujiwara"	"Salty Taste Chanko Noodle"	"Pack"	"Japan"	4.75	"None"
1795	"Azami"	"Kimchee Flavour Noodle Soup"	"Pack"	"Canada"	0	"None"
1794	"Vit's"	"Shallot Chicken Instant Noodles"	"Pack"	"Malaysia"	3	"None"
1793	"Cintan"	"Mi Segera Mmm... Perisa Asam Laksa"	"Pack"	"Malaysia"	3.5	"None"
1792	"A1"	"Soup Spices Noodle Mee Rempahan Sup"	"Pack"	"Malaysia"	3.5	"None"
1791	"Vit's"	"Tom Yam Instant Noodles"	"Pack"	"Malaysia"	4.25	"None"
1790	"Super"	"Kimchi"	"Cup"	"Malaysia"	4.5	"None"
1789	"Cintan"	"Mi Segera Mmm... Perisa Ayam Cendawan"	"Pack"	"Malaysia"	3.5	"None"
1788	"Super"	"Curry Flavour Noodles"	"Cup"	"Malaysia"	3	"None"
1787	"Pama"	"Kua Teaw Segera"	"Pack"	"Malaysia"	4	"None"
1786	"Nissin"	"Chow Mein Premium Savory Sauce And Restaurant Quality Noodles Sriracha Flavor"	"Tray"	"USA"	4.25	"None"
1785	"Super"	"Instant Noodles Black Pepper Crab Mi Goreng"	"Cup"	"Malaysia"	3.5	"None"
1784	"Torishi"	"Hakata Tonkotsu Ramen"	"Pack"	"Japan"	5	"None"
1783	"iMee"	"Instant Noodles Creamy Tom Yum Shrimp Flavour"	"Pack"	"Netherlands"	4.5	"None"
1782	"Western Family"	"Beef Flavour Instant Noodles"	"Pack"	"Canada"	0	"None"
1781	"MyKuali"	"Penang Hokkien Prawn Soup Rice Vermicelli (Bihun)"	"Bowl"	"Malaysia"	5	"None"
1780	"Pulmuone"	"Non-Fried Noodle Blackbean Sauce Noodle With Squid"	"Pack"	"South Korea"	4.5	"None"
1779	"Chering Chang"	"Instant Non-Fried Noodles Tomato Flavour"	"Pack"	"Taiwan"	3.25	"None"
1778	"JML"	"Spicy King Spicy Chicken"	"Pack"	"China"	5	"None"
1777	"JML"	"Supereme Bowl Noodles With Stewed Egg Spicy Flavour"	"Bowl"	"China"	3.5	"None"
1776	"JML"	"Spicy King Bowl Noodle Spicy Chicken"	"Bowl"	"China"	5	"None"
1775	"JML"	"Spicy King Bowl Noodle Spicy Beef"	"Bowl"	"China"	4.25	"None"
1774	"JML"	"Spicy King Spicy Pork"	"Pack"	"China"	5	"None"
1773	"JML"	"Supreme Bowl Noodles With Stewed Egg Sour Beans With Pork Flavour"	"Bowl"	"China"	4	"None"
1772	"JML"	"Spicy King Spicy Beef"	"Pack"	"China"	5	"None"
1771	"JML"	"Supreme Bowl Noodles With Stewed Egg Braised Beef Flavour"	"Bowl"	"China"	3.5	"None"
1770	"JML"	"Spicy King Bowl Noodle Spicy Pork"	"Bowl"	"China"	4.5	"None"
1769	"Mamee"	"Chef Lontong Flavour"	"Pack"	"Malaysia"	5	"None"
1768	"New Touch"	"Negi Miso No Ippin Ramen"	"Bowl"	"Japan"	5	"None"
1767	"Mama"	"Instant Noodles Shrimp Tom Yum Flavour"	"Pack"	"Cambodia"	4	"None"
1766	"Paldo"	"Bulnak Boeummyun King Noodle"	"Bowl"	"South Korea"	3.5	"None"
1765	"Nissin"	"Cup Noodles Ramen Noodles With Shrimp (New Package) "	"Cup"	"USA"	3.5	"None"
1764	"Pirkka"	"Nuudeli Tom Yum Katkarapu"	"Pack"	"Finland"	3.75	"None"
1763	"Ishimaru"	"Tuna Flavor Ramen"	"Pack"	"Japan"	4.5	"None"
1762	"Mom's Dry Noodle"	"Sesame & Pepper"	"Pack"	"Taiwan"	4	"None"
1761	"Authentically Asian"	"Natural Quality Foods Pad Thai Noodle Bowl"	"Bowl"	"USA"	1	"None"
1760	"New Touch"	"Homestyle Tonjiru"	"Bowl"	"Japan"	4.5	"None"
1759	"Nissin"	"Cup Noodles Moo Manao Flavour"	"Cup"	"Thailand"	4	"None"
1758	"Vit's"	"Duck Instant Noodles"	"Pack"	"Malaysia"	3.5	"None"
1757	"iMee"	"Instant Noodles Beef Flavour"	"Pack"	"Netherlands"	3.25	"None"
1756	"A-Sha Dry Noodle"	"Veggie Noodle Carrot Noodle With Original Sauce"	"Pack"	"Taiwan"	4.25	"None"
1755	"Mama"	"Oriental Style Instant Noodles Hot & Spicy Flavour"	"Pack"	"Bangladesh"	4	"None"
1754	"Paldo"	"King Bowl Super Spicy Pan Stirfried Noodle"	"Bowl"	"South Korea"	5	"None"
1753	"Thai Smile"	"Garlic Rice Noodle Soup Bowl"	"Bowl"	"USA"	3.5	"None"
1752	"Kuriki"	"Mayo Ramen"	"Pack"	"Japan"	4.75	"None"
1751	"Mom's Dry Noodle"	"Spicy & Sour Flavor"	"Pack"	"Taiwan"	5	"None"
1750	"Mi Sedaap"	"Instant Cup Mi Kuah Rasa Soto"	"Cup"	"Indonesia"	5	"None"
1749	"Yum Yum"	"Jumbo Instant Noodles Tom Yum Kung Creamy Flavour"	"Pack"	"Thailand"	5	"None"
1748	"Azami"	"Chili Chicken Flavour Noodle Soup"	"Cup"	"Canada"	3	"None"
1747	"Vit's"	"Curry Instant Noodles"	"Pack"	"Malaysia"	3.5	"None"
1746	"Marutai"	"Ramen Shoyu Taste"	"Bowl"	"Japan"	4.25	"None"
1745	"Unox"	"Good Noodles Kerrie"	"Pack"	"Netherlands"	3.5	"None"
1744	"A-Sha Dry Noodle"	"Veggie Noodle Baby Grass Noodle With Toona Sauce"	"Pack"	"Taiwan"	5	"None"
1743	"Mama"	"Rangers Snack Noodles Shrimp Tom Yum Flavour"	"Pack"	"Myanmar"	4.5	"None"
1742	"Aroi"	"Curry Me! Penang White Curry Stir-fry Noodle"	"Pack"	"Malaysia"	4.5	"None"
1741	"Myojo"	"Udon Japanese Style Pre-Cooked Noodles With Soup Chicken Flavor"	"Bowl"	"USA"	2.5	"None"
1740	"Master Kong"	"Braised Beef Noodle"	"Pack"	"China"	4.25	"None"
1739	"Nissin"	"Raoh Tanrei Koku Shio Ramen"	"Bowl"	"Japan"	4.5	"None"
1738	"Little Cook"	"Instant Noodles Shrimp Tom Yum Flavour"	"Cup"	"Thailand"	4.25	"None"
1737	"Mi Sedaap"	"Instant Cup Mi Goreng"	"Cup"	"Indonesia"	3.75	"None"
1736	"Mamee"	"Monster Snek Mi Pedas"	"Pack"	"Malaysia"	5	"None"
1735	"Master Kong"	"Tomato Sauce Instant Noodle"	"Bowl"	"China"	4	"None"
1734	"Koka"	"Laksa Singapura"	"Pack"	"Singapore"	4.25	"None"
1733	"Bonasia"	"Instant Noodles Beef Flavour"	"Pack"	"Germany"	3.75	"None"
1732	"Super"	"Seafood Flavour Noodles"	"Cup"	"Malaysia"	3.25	"None"
1731	"Mama"	"Instant Noodles Creamy Shrimp Tom Yum Flavour"	"Pack"	"Cambodia"	5	"None"
1730	"Wu-Mu"	"BBQ Pork Flavor Chow Mein"	"Pack"	"Taiwan"	4.5	"None"
1729	"Vedan"	"Zan Vegetarian Instant Noodle Series Shiitake Mushroom Flavour"	"Cup"	"Taiwan"	2.75	"None"
1728	"Yamadai"	"Tenobe Somen"	"Bowl"	"Japan"	3.25	"None"
1727	"Wei Lih"	"Jah Jan Men"	"Bowl"	"Taiwan"	5	"None"
